sic_sector,observations,median_ret,median_roa
6,70678,0.0066235662,0.0030070787357049
3,46892,0.00413972135,0.01049160114426
2,41936,-0.0015135109500000001,-0.008144197908435
7,33618,0.0014555454,0.0034241775082406
4,18296,0.00572276115,0.0072452954983585
5,17332,0.0046013593500000005,0.0120313680646405
1,12618,0.01169782875,0.0117714685594321
8,8663,0.0030789375,0.00879500025349585
9,2619,0.0020138025,-0.0004375954558715
0,629,0.0036535263,0.001938840771792
