cluster,vol_d,prc_end,mv_end,vol_avg,atq,ceqq,cheq,cogsq,dlcq,dlttq,ltq,niq,saleq,prccq,prclq,roa,asset_turnover,ret_m
0,0.8655697151894428,-0.0738778131209798,-0.009746152848602863,0.0061843018749297984,-0.013903169693706157,-0.026430179156310973,-0.0009343947967708719,-0.01858798785171257,-0.001351984786061346,-0.026041150524908976,-0.010292272633548009,-0.032225680582300825,-0.030108974156736697,-0.07871951475782026,-0.08065798827765543,-0.08013840840663285,-0.35859228136343335,-0.08784838458158957
1,-0.189198924553601,0.2514623007508838,0.08709279436454608,0.12836923277120027,0.06702504101236517,0.14099336540283858,0.02055057789247059,0.12122344457149695,0.01244173942616755,0.15110663475463676,0.044669615221520464,0.09230559568353232,0.1511050800128468,0.24405305148413042,0.24701105297200318,0.00774008849103485,0.08844766708699854,0.026605104858881366
2,0.0028703540391015405,-0.05199220532423842,-0.011251749075334196,-0.04815491429175112,-0.008172249535014598,-0.019368308037618673,-0.00463874991307612,-0.012996655445622568,-0.000918749799813708,-0.01795269571843602,-0.005933633350125008,-0.0051959637096943255,-0.017339809474103657,-0.05407737439308712,-0.05043545944343386,-0.0004746713258341243,0.0464867185916694,-0.0035946482574046304
3,1.0938517176654694,-0.09115300100114877,-0.013568098547380484,-0.012683001572100176,-0.015718818499380612,-0.03645819222107898,-0.005217724417800738,-0.021252729259957543,-0.0014398291217596632,-0.0270368299026845,-0.010713966439787677,-0.035832710513429664,-0.03206032566585539,-0.10021907735933468,-0.10287283853186956,-0.23749123742191935,-0.606870268027052,-0.07456628139828125
